game,release_date,price,score,userscore,metascore,owners,playtime,median_playtime,developer,publisher,genre
Trivia Vault: Science & History Trivia,2017-08-14,0.99,0.0,0.0,0.0,4411,0.233333333333,0.15,Ripknot Systems,Ripknot Systems,Simulation
Battle of Frigates,2017-09-21,1.99,0.0,0.0,0.0,4411,0.0166666666667,0.0,"Dmitriy Uvarov, Vyacheslav Shilikhin",Vyacheslav Shilikhin,Simulation
My Tribe,2010-04-21,9.99,0.0,0.0,0.0,4411,12.8666666667,11.35,Big Fish Games,Big Fish Games,Simulation
Zero-G VR,2016-06-16,4.99,5.0,43.0,0.0,4411,0.233333333333,0.0666666666667,Linkus Studio,Linkus Studio,Simulation
Funfair Ride Simulator 3,2016-08-04,5.99,0.0,0.0,0.0,4411,2.1,2.26666666667,Zeichenkraftwerk Jeutter & Schaller GbR,Zeichenkraftwerk Jeutter & Schaller GbR,Simulation
CDF Starfighter VR,2017-05-26,19.99,19.0,63.0,0.0,4411,0.833333333333,1.45,ShaunTWilliams,MAVR,Simulation
Max's Big Bust - A Captain Nekorai Tale,2017-02-06,29.99,89.0,94.0,0.0,4411,13.5333333333,15.25,Lached Up Games,Lached Up Games,Simulation
Fair Strike,2015-04-23,3.99,0.0,0.0,0.0,4136,6.4,3.3,G5 Software,Buka Entertainment,Simulation
Mercury Fallen,2017-10-16,14.99,0.0,0.0,0.0,4136,6.9,4.51666666667,Nitrous Butterfly,Nitrous Butterfly,Simulation
Psebay,2017-07-12,9.99,0.0,0.0,0.0,4136,2.08333333333,2.16666666667,Eugeny Butakov,Eugeny Butakov,Simulation
Hunting Unlimited 2009,2016-11-03,9.99,0.0,0.0,0.0,4136,2.33333333333,1.55,SCS Software,"Retroism, ValuSoft",Simulation
MOAI 2: Path to Another World,2015-07-16,7.99,0.0,0.0,0.0,4136,10.25,13.8166666667,"Toyman Interactive, Alawar Entertainment",Buka Entertainment,Simulation
Bunker Constructor,2016-06-24,4.99,0.0,0.0,0.0,4136,0.283333333333,0.183333333333,Tindalos Interactive,Headup Games,Simulation
Paws and Claws: Pet School,2009-07-17,6.99,0.0,0.0,0.0,4136,0.0833333333333,0.0166666666667,dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism",Simulation
Crankies Workshop: Freebot Assembly,2017-10-10,0.0,0.0,0.0,0.0,4136,0.0333333333333,0.0333333333333,Crankies Smartworks,VT Publishing,Simulation
Killer Klownz,2016-12-05,1.99,0.0,0.0,0.0,4136,0.05,0.0166666666667,Peter Labick,Peter Labick Development,Simulation
The Merchant Memoirs,2017-10-20,2.99,0.0,0.0,0.0,4136,0.0166666666667,0.0,Afterthought Studios,Afterthought Studios,Simulation
StockUp,2017-09-18,4.99,0.0,0.0,0.0,4136,0.0,0.0,EcoGames,EcoGames,Simulation
LSDriver,2017-01-03,0.99,0.0,0.0,0.0,4136,1.68333333333,2.21666666667,Manic Mind Game Lab,Manic Mind Game Lab,Simulation
Police Quest: SWAT 2,2017-04-18,5.99,0.0,0.0,0.0,4136,0.916666666667,0.6,Yosemite Entertainment,Sierra,Simulation
Jidousha Shakai,2017-04-28,19.99,22.0,65.0,0.0,4136,2.15,1.55,CloudWeight Studios,CloudWeight Studios,Simulation
MotoGP14 Compact,2014-11-21,9.99,0.0,0.0,0.0,4136,0.683333333333,0.533333333333,Milestone S.r.l.,Milestone S.r.l.,Simulation
Combat Air Patrol 2: Military Flight Simulator,2016-06-06,29.99,15.0,59.0,0.0,4136,2.83333333333,4.16666666667,Sim155 Limited,Sim155 Limited,Simulation
Archangel,2017-08-02,29.99,26.0,69.0,0.0,4136,1.4,1.75,Skydance Interactive,Skydance Interactive,Simulation
Sentris,2014-08-22,14.99,0.0,0.0,0.0,4136,0.616666666667,0.666666666667,Timbre Interactive,Timbre Interactive,Simulation
Franchise Hockey Manager 4,2017-10-06,39.99,25.0,68.0,0.0,4136,26.65,18.55,Out of the Park Developments,Out of the Park Developments,Simulation
Ultimate Fishing Simulator,2017-11-30,19.99,33.0,73.0,0.0,4136,4.46666666667,5.2,"Ultimate Games S.A., Bit Golem","Ultimate Games S.A., PlayWay S.A.",Simulation
Fly Destroyer,2017-10-27,1.99,0.0,0.0,0.0,4136,0.0,0.0,DillyFrame,DillyFrame,Simulation
Cattails | Become a Cat!,2017-12-01,14.99,85.0,93.0,0.0,4136,9.51666666667,10.9333333333,Falcon Development,Falcon Development,Simulation
Fetch It Again,2009-07-17,6.99,0.0,0.0,0.0,4136,0.0166666666667,0.0,dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism",Simulation
Pixel Shopkeeper,2017-07-20,7.99,51.0,82.0,0.0,4136,4.3,4.41666666667,"Pixel Prototype, LLC","Pixel Prototype, LLC",Simulation
RunVR,2017-06-19,5.99,0.0,0.0,0.0,4136,1.41666666667,2.23333333333,Smoketree Studios,Smoketree Studios,Simulation
World Boxing Manager,2016-12-09,4.99,29.0,71.0,0.0,4136,29.3,23.5333333333,Aggroblakh,Aggroblakh,Simulation
Power Link VR,2016-09-09,0.0,0.0,0.0,0.0,4136,0.233333333333,0.233333333333,Himi Games,Newsight games,Simulation
Hacker Series,2016-09-28,0.99,0.0,0.0,0.0,4136,0.0666666666667,0.0166666666667,exosyphen studios,exosyphen studios,Simulation
Brilliant Shadows - Part One of the Book of Gray Magic,2015-11-02,6.99,85.0,93.0,0.0,4136,4.05,4.26666666667,Ithaqua Labs,Ithaqua Labs,Simulation
Joy Pony,2017-08-15,1.99,15.0,59.0,0.0,4136,0.633333333333,0.2,Dio Alias Games,Dio Alias Games,Simulation
Infinite Air with Mark McMorris,2016-10-24,29.99,64.0,87.0,0.0,4136,6.81666666667,3.11666666667,HB Studios,Maximum Games,Simulation
Star Trek: Starfleet Command Gold Edition,2016-11-22,9.99,0.0,0.0,0.0,4136,7.61666666667,0.933333333333,Interplay Entertainment Corp.,Interplay Entertainment Corp.,Simulation
Lif,2016-01-21,0.0,11.0,53.0,0.0,4136,4.23333333333,3.28333333333,Imigea Ltd,Gamevial,Simulation
Sky to Fly: Soulless Leviathan,2016-07-22,3.99,0.0,0.0,0.0,4136,2.81666666667,2.55,AIVIK LLC,Absolutist Ltd.,Simulation
Werewolves Within,2016-12-06,29.99,38.0,76.0,0.0,4136,4.6,5.68333333333,Ubisoft,Ubisoft,Simulation
Rescue Team 2,2015-09-23,4.99,0.0,0.0,0.0,4136,11.8833333333,23.3,Alawar Entertainment,Buka Entertainment,Simulation
18 Wheels of Steel: Haulin,2016-09-09,9.99,0.0,0.0,0.0,4136,37.05,91.75,SCS Software,"Retroism, ValuSoft",Simulation
Ratty Catty,2017-09-19,5.99,33.0,73.0,0.0,4136,2.7,1.9,Kerim Kumbasar,Kerim Kumbasar,Simulation
Hero Generations: ReGen,2016-08-19,14.99,0.0,0.0,0.0,4136,1.56666666667,1.95,Heart Shaped Games LLC,Heart Shaped Games LLC,Simulation
Guardian war VR,2016-08-24,9.99,0.0,0.0,0.0,4136,0.0,0.0,重庆焱玩网络科技有限公司,重庆焱玩网络科技有限公司,Simulation
90 Minute Fever - Football (Soccer) Manager MMO,2016-07-12,4.99,0.0,0.0,0.0,4136,236.35,13.9833333333,Isokron,Isokron,Simulation
Rich life simulator VR,2017-07-20,0.99,0.0,0.0,0.0,4136,0.05,0.0166666666667,bch waves studio,bch waves studio,Simulation
Business-hooiznes,2017-08-25,0.99,0.0,0.0,0.0,4136,0.3,0.383333333333,"Nikita ""Ghost_RUS"", Underanger TheGachiWarrior",Ghost_RUS Games,Simulation
Cheaters Blackjack 21,2016-06-07,3.99,0.0,0.0,0.0,4136,3.05,3.06666666667,BlackOpzFX,BlackOpzFX Labs,Simulation
Build-A-Lot 2: Town of the Year,2009-12-17,9.99,0.0,0.0,0.0,4136,2.65,3.0,Hip Soft,iWin,Simulation
Robot Squad Simulator 2017,2016-10-20,14.99,0.0,0.0,0.0,4136,0.85,1.11666666667,Bit Golem,PlayWay S.A.,Simulation
The Thing With Mistletoes,2017-02-10,0.0,0.0,0.0,0.0,4136,0.4,0.5,Ran,Visual Wordplay,Simulation
RED CUBE VR,2017-05-10,8.99,0.0,0.0,0.0,4136,2.7,1.9,"Egidijus Bachur, Bartosh Polonski, Urte Milda Sirvinskaite",Egidijus Bachur,Simulation
Psi Project,2017-11-10,0.99,0.0,0.0,0.0,3860,0.05,0.0166666666667,Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
Pirate's Life,2015-04-17,4.99,4.0,38.0,0.0,3860,2.61666666667,2.63333333333,Team Eyepatch,None,Simulation
Pixel Arcade,2017-08-11,5.99,0.0,0.0,0.0,3860,1.8,1.55,Corrie Green,CJG Studio Ltd,Simulation
VR Coaster Extreme,2017-04-18,4.99,0.0,0.0,0.0,3860,0.6,0.783333333333,George Cook,Tantawowa,Simulation
Nightork Adventures 2 - Legacy of Chaos,2017-09-04,1.99,0.0,0.0,0.0,3860,0.0,0.0,Warptear Entertainment,Warptear Entertainment,Simulation
Gary Grigsby's War in the West,2017-08-03,79.99,0.0,0.0,0.0,3860,25.8833333333,37.6,2by3 Games,Slitherine Ltd.,Simulation
The Grand Canyon VR Experience,2017-01-13,2.99,0.0,0.0,0.0,3860,0.383333333333,0.266666666667,"Immersive Entertainment, Inc.","Immersive Entertainment, Inc",Simulation
Raptor Valley,2016-09-09,8.99,0.0,0.0,0.0,3860,0.3,0.283333333333,Andrew Stout,Andrew Stout,Simulation
World of Subways 1 The Path,2014-11-05,9.99,0.0,0.0,0.0,3860,7.83333333333,4.15,TML-Studios,Aerosoft GmbH,Simulation
On The Road,2017-03-30,17.99,15.0,59.0,0.0,3860,2.93333333333,2.46666666667,toxtronyx interactive GmbH,Aerosoft GmbH,Simulation
Trivia Vault: 1980's Trivia,2017-08-16,0.99,0.0,0.0,0.0,3860,0.233333333333,0.15,Ripknot Systems,Ripknot Systems,Simulation
Northern Regime,2017-02-17,10.99,0.0,0.0,0.0,3860,1.13333333333,0.75,Axel Anderson,Axel Anderson,Simulation
Supreme: Pizza Empire,2015-01-09,9.99,19.0,63.0,0.0,3860,3.21666666667,5.18333333333,Nexeon Studios,Nexeon Studios,Simulation
Empire Architect,2017-10-06,9.89,42.0,78.0,0.0,3860,1.7,2.23333333333,Batholith Entertainment,Batholith Entertainment,Simulation
Epic Space: Online,2014-05-08,17.99,0.0,17.0,0.0,3860,5.78333333333,2.1,The Alpha Company,The Alpha Company,Simulation
Gates of Horizon,2014-12-18,9.99,13.0,56.0,0.0,3860,19.8,5.68333333333,Hex Keep,Hex Keep,Simulation
DUCATI - 90th Anniversary,2016-06-09,9.99,23.0,66.0,0.0,3860,4.45,12.0166666667,Milestone S.r.l.,Milestone S.r.l.,Simulation
Paws and Claws: Pampered Pets,2009-07-17,6.99,0.0,0.0,0.0,3860,0.25,0.233333333333,dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism",Simulation
Space Ribbon,2016-08-05,9.99,0.0,0.0,0.0,3860,1.08333333333,1.6,Onteca Ltd,"Applaud Productions, Onteca Ltd",Simulation
Nightclub Emporium,2015-08-07,4.99,0.0,0.0,0.0,3860,0.0666666666667,0.05,United Independent Entertainment GmbH,United Independent Entertainment GmbH,Simulation
Altitude0: Lower & Faster,,18.99,29.0,71.0,0.0,3860,9.91666666667,5.48333333333,Gugila,Gugila,Simulation
Burokku Girls,2016-02-17,8.99,0.0,0.0,0.0,3860,4.7,4.85,Silver Cow Studio,Silver Cow Studio,Simulation
Virtual Families,2009-05-06,9.99,0.0,0.0,0.0,3860,42.0,26.3333333333,Last Day of Work,Last Day of Work,Simulation
Pure Chess Grandmaster Edition,2016-09-09,15.99,24.0,67.0,0.0,3860,3.93333333333,5.0,Ripstone,Ripstone,Simulation
Pro Basketball Manager 2017,2017-01-19,19.99,0.0,0.0,0.0,3860,13.15,5.3,"Umix Studios, Cyanide",Cyanide,Simulation
Craft Keep VR,2017-04-21,14.99,0.0,0.0,0.0,3860,1.53333333333,1.88333333333,Strange Fire,Excalibur Games,Simulation
Mars Colony:Challenger,2014-03-04,4.99,18.0,62.0,0.0,3860,3.5,4.91666666667,HyperKat Games,HyperKat Games,Simulation
Deisim,2016-12-19,7.99,81.0,92.0,0.0,3860,0.966666666667,0.983333333333,Myron Software,Myron Software,Simulation
This Starry Midnight We Make,2015-06-01,9.99,0.0,0.0,0.0,3860,4.98333333333,9.83333333333,CAVYHOUSE,Carpe Fulgur LLC,Simulation
Silicon Zeroes,2017-09-18,14.99,95.0,96.0,0.0,3860,14.4166666667,14.5166666667,PleasingFungus Games,PleasingFungus Games,Simulation
Klepto,2016-06-30,12.99,10.0,52.0,0.0,3860,1.45,1.61666666667,Meerkat Gaming,Meerkat Gaming,Simulation
Tank Warfare: Tunisia 1943,2017-05-01,9.99,56.0,84.0,0.0,3860,15.2166666667,3.31666666667,Graviteam,Strategy First,Simulation
V ARRR,2016-06-10,9.99,29.0,71.0,0.0,3860,2.78333333333,4.36666666667,Blackjard Softworks,Blackjard Softworks,Simulation
MadOut Ice Storm,2015-09-07,6.99,0.0,0.0,0.0,3860,2.28333333333,2.71666666667,Nuligine,Nuligine,Simulation
Safety Driving Simulator: Car,2016-05-04,4.99,0.0,0.0,0.0,3860,2.68333333333,0.883333333333,United Independent Entertainment GmbH,United Independent Entertainment GmbH,Simulation
Command: Shifting Sands,2017-10-24,19.99,0.0,0.0,0.0,3643,5.71666666667,8.55,WarfareSims,Slitherine Ltd.,Simulation
Paranormal Teens,2016-12-28,0.0,0.0,0.0,0.0,3584,0.533333333333,0.6,"Visual Wordplay, Godline",Visual Wordplay,Simulation
Axis Football 2016,2016-07-29,19.99,24.0,67.0,0.0,3584,2.66666666667,3.45,Axis Games,Axis Games,Simulation
I Get This Call Every Day,2016-06-09,2.0,0.0,0.0,0.0,3584,2.03333333333,2.48333333333,David S Gallant,David S Gallant,Simulation
Legends of Talia: Arcadia,2017-10-27,1.99,0.0,0.0,0.0,3584,0.583333333333,0.666666666667,Winged Cloud,Winged Cloud,Simulation
Sol Trader,2016-06-06,19.99,0.0,0.0,0.0,3584,6.7,11.7833333333,Chris Parsons,Chris Parsons,Simulation
Mission: Wolf,2017-10-04,0.99,0.0,0.0,0.0,3584,0.116666666667,0.0333333333333,Dexion Games,Dexion Games,Simulation
Undead Development,2017-10-24,17.99,0.0,0.0,0.0,3584,1.93333333333,2.5,"Masterstrike, LadrikDev",Masterstrike,Simulation
Weather Lord: The Successor's Path,2015-05-07,4.99,0.0,0.0,0.0,3584,5.11666666667,5.33333333333,"Yustas Game Studio, Alawar Entertainment",Buka Entertainment,Simulation
Robo-orders,2017-09-20,0.99,0.0,0.0,0.0,3584,0.0,0.0,Dexion Games,Dexion Games,Simulation
Iron Knight,2017-09-27,1.99,0.0,0.0,0.0,3584,0.683333333333,0.216666666667,Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
Aiball: Drunks,2016-06-22,0.99,16.0,60.0,0.0,3584,3.63333333333,3.46666666667,HFM Games,HFM Games,Simulation
L U N E,2016-06-20,2.99,0.0,0.0,0.0,3584,0.266666666667,0.233333333333,Isaac Cohen,Isaac Cohen,Simulation
Supreme Ruler The Great War,2017-08-01,19.99,0.0,0.0,0.0,3584,12.0166666667,8.2,BattleGoat Studios,BattleGoat Studios,Simulation
Hotel Blind,2016-04-05,1.99,0.0,0.0,0.0,3584,0.2,0.116666666667,Serellan LLC,Serellan LLC,Simulation
Jumpdrive,2014-05-12,9.99,11.0,54.0,0.0,3584,4.6,1.7,Meteoric Games,Meteoric Games,Simulation
Global ATC Simulator,2014-11-10,34.99,0.0,0.0,0.0,3584,102.883333333,8.11666666667,Robert Miroszewski,Aerosoft GmbH,Simulation
World of Speed,2017-08-22,9.99,28.0,70.0,0.0,3584,10.4333333333,6.31666666667,"Saber Interactive, Redemption Ark",Mad Dog Games LLC,Simulation
Bambino Rally 3,2017-04-01,1.99,0.0,0.0,0.0,3584,1.11666666667,0.366666666667,Play Publishing,Play Publishing,Simulation
Incorp Inc,2017-04-03,3.99,0.0,0.0,0.0,3584,4.9,6.01666666667,HJO Creations,HJO Creations,Simulation
Star Fight,2016-11-11,3.99,0.0,0.0,0.0,3584,0.0,0.0,7K Games,7K Games,Simulation
AESCULAP OrthoPilotElite VR Palpation,2017-09-18,0.0,0.0,0.0,0.0,3584,0.133333333333,0.0666666666667,NMY Mixed-Reality Communication GmbH,B. Braun,Simulation
Stage Presence,2017-02-28,9.99,0.0,0.0,0.0,3584,1.38333333333,3.08333333333,Sea Green Games,tinyBuild,Simulation
Driftland: The Magic Revival,2017-11-29,19.99,77.0,91.0,0.0,3584,2.25,3.9,Star Drifters,Star Drifters,Simulation
Motorbike,2015-01-19,9.99,0.0,0.0,0.0,3584,2.5,2.98333333333,baKno Games,baKno Games,Simulation
Waste Cleaner,2017-09-22,5.99,0.0,0.0,0.0,3584,0.0,0.0,Logic Droid,Alexandr Versebeliuc,Simulation
Inescapable VR: Underground,2017-08-02,4.99,0.0,0.0,0.0,3584,0.0333333333333,0.0,Deep Dive Interactive,Deep Dive Interactive,Simulation
RUN ROOMS,2017-11-02,1.69,0.0,0.0,0.0,3584,3.6,4.06666666667,IDALGAME,IDALGAME,Simulation
Candy Smash VR,2016-07-26,9.99,0.0,0.0,0.0,3584,0.166666666667,0.05,Wadup Games,Wadup Games,Simulation
Gladiator School,2017-11-09,8.99,28.0,70.0,0.0,3584,7.25,8.7,Raptor Claw Games,Raptor Claw Games,Simulation
X Rebirth VR Edition,2017-12-07,39.99,42.0,78.0,0.0,3309,1.56666666667,0.833333333333,Egosoft,Egosoft,Simulation
Community Inc,2017-08-03,14.99,13.0,56.0,0.0,3309,50.0,58.5333333333,T4 Interactive,tinyBuild,Simulation
Solitaire - Cat Pirate Portrait,2017-07-12,1.99,0.0,0.0,0.0,3309,0.0,0.0,Boogygames Studios,Boogygames Studios,Simulation
Vertical Strike Endless Challenge,2017-04-28,4.99,67.0,88.0,0.0,3309,3.26666666667,2.51666666667,Project ICKX,AGM PLAYISM,Simulation
PRINCIPIA: Master of Science,2016-09-09,9.99,42.0,78.0,0.0,3309,2.41666666667,2.75,tomeapp,AGM PLAYISM,Simulation
Trivia Vault: Super Heroes Trivia 2,2017-09-12,0.99,0.0,0.0,0.0,3309,0.433333333333,0.133333333333,Ripknot Systems,Ripknot Systems,Simulation
Legend of Fainn Dynasty Battles of Beautiful Warlords,2017-10-19,3.99,31.0,72.0,0.0,3309,0.616666666667,0.983333333333,Dieselmine,Dieselmine,Simulation
NEKO-NIN exHeart +PLUS Saiha,2017-11-17,1.99,0.0,0.0,0.0,3309,0.833333333333,1.06666666667,Whirlpool,Sekai Project,Simulation
Xemo : Robot Simulation,2016-11-21,0.0,0.0,0.0,0.0,3309,0.433333333333,0.433333333333,Xemory LLC,Xemory LLC,Simulation
Crystalline,2017-07-26,16.99,97.0,97.0,0.0,3309,7.03333333333,8.0,PixelFade Inc,PixelFade Inc,Simulation
EMERGENCY 20,2017-10-31,29.99,33.0,73.0,0.0,3309,5.43333333333,7.68333333333,Sixteen Tons Entertainment,Sixteen Tons Entertainment,Simulation
Strike Squadron: Caracar,2016-12-27,1.99,0.0,0.0,0.0,3309,2.98333333333,3.7,Eridanus Studio,Eridanus Studio,Simulation
Womb Room,2016-04-04,1.99,0.0,0.0,0.0,3309,2.66666666667,2.36666666667,Bearded Eye,Nightdive Studios,Simulation
Super Ultra Monster Smash!,2017-08-07,4.99,0.0,0.0,0.0,3309,0.366666666667,0.116666666667,Ken Koji,Ken Koji,Simulation
Fancy Trangram VR,2016-11-03,0.99,0.0,0.0,0.0,3309,0.0,0.0,哈视奇科技,哈视奇科技,Simulation
Mount Wingsuit,2016-08-25,14.99,46.0,80.0,0.0,3309,0.85,0.533333333333,Ninja Whale Studios,Ninja Whale Studios,Simulation
Try Hard Parking,2017-01-03,1.99,42.0,78.0,0.0,3309,1.08333333333,2.01666666667,gearspecs,gearspecs,Simulation
Arma: Cold War Assault Mac/Linux,2017-03-14,4.99,0.0,0.0,0.0,3309,6.1,5.3,Bohemia Interactive,Bohemia Interactive,Simulation
XLR,2016-04-05,4.99,0.0,0.0,0.0,3309,0.266666666667,0.4,"Metaware Limited, LLC","Metaware Limited, LLC",Simulation
Storm VR,2017-03-23,1.99,36.0,75.0,0.0,3309,1.18333333333,3.25,"TeamStormVR, Anrick, UNIT9",TeamStormVR,Simulation
Caves!,2017-09-20,0.99,0.0,0.0,0.0,3309,0.0,0.0,Dexion Games,Dexion Games,Simulation
VirtuGO,2017-09-08,1.99,0.0,0.0,0.0,3309,0.05,0.0166666666667,Surreal Games,Surreal Games,Simulation
Trump Simulator VR,2016-10-27,0.99,0.0,0.0,0.0,3309,0.316666666667,0.266666666667,Christine Barron,"The Family Collective, LLC",Simulation
Virtual Sports,2017-03-29,19.99,0.0,0.0,0.0,3309,4.23333333333,1.5,Free Range Games,Vive Studios,Simulation
Shu's Garden,2015-08-11,4.99,0.0,0.0,0.0,3309,0.266666666667,0.3,"Colin Sanders, Jason RT Bond",Jason RT Bond,Simulation
Magic Hour,2016-12-20,0.0,0.0,0.0,0.0,3309,0.266666666667,0.0833333333333,Wolf In Motion Ltd,Wolf In Motion Ltd,Simulation
Rivalry,2016-01-22,2.99,95.0,96.0,0.0,3309,4.6,5.08333333333,Kew McParlane,My64K,Simulation
King Of Bali,2017-07-21,1.99,8.0,48.0,0.0,3309,0.616666666667,1.25,King Key Games,King Key Games,Simulation
Stellar Monarch,2016-12-05,19.99,46.0,80.0,0.0,3309,9.46666666667,2.51666666667,Silver Lemur Games,Silver Lemur Games,Simulation
Deserter Simulator,2015-07-30,9.99,14.0,58.0,0.0,3309,3.35,4.75,Pocket Queries,Zoo Corporation,Simulation
iOMoon,2016-04-27,5.99,0.0,0.0,0.0,3309,0.533333333333,0.7,Headtrip Games llc,Headtrip Games llc,Simulation
Chunky Orbits,2016-12-20,1.99,0.0,0.0,0.0,3238,2.45,1.68333333333,Don Whitaker,Brain Blinks,Simulation
Helium Rain,2017-08-18,14.99,0.0,0.0,0.0,3238,4.11666666667,3.58333333333,Deimos Games,Deimos Games,Simulation
Pure Hold'em,2015-08-20,19.99,2.0,30.0,0.0,3238,5.93333333333,5.06666666667,VooFoo Studios,Ripstone,Simulation
Assault Corps 2,2015-07-15,2.99,0.0,0.0,0.0,3238,1.7,2.51666666667,AOS GAME,AOS GAME,Simulation
Soviet Monsters: Ekranoplans,2016-07-14,14.99,0.0,0.0,0.0,3033,0.0833333333333,0.0166666666667,santasco.com,IV Productions,Simulation
KILL THE EMOJI,2017-09-08,2.99,64.0,87.0,0.0,3033,1.68333333333,2.83333333333,DRUNKEN APES,DRUNKEN APES,Simulation
